English,CEFR,gender,word,wordAudio,pronunciation,transliteration,definition,sentenceAudio,example,sentenceTranslation
worry,B1,verb,הדאיג,,הִדְאִיג,hid'íg,גרם לדאגה לאחר,,המכתב שלה הדאיג אותי.,Her letter worried me.
that,A2,,ההוא,X,הַהוּא,hahú,אותו דבר שצוין קודם,,הבחור ההוא מירושלים.,That guy is from Jerusalem.
he,A1,masculine,הוא,X,הוּא,hu,כינוי גוף לזכר,X,הוא מורה טוב.,He is a good teacher.
cheapen,B1,verb,הוזיל,,הוֹזִיל,hozíl,הפחית מחיר,,הממשלה הוזילה את מחירי התחבורה.,The government cheapened transportation costs.
birth,B2,feminine,הולדת,,הוֹלֶדֶת,hulédet,לידה של תינוק,,ההולדת שלה היתה בתוך חודש חגיגי.,Her birth was during a festive month.
"capital, wealth",B2,masculine,הון,,הוֹן,hon,עושר או נכסים,,בעלי ההון משקיעים בפרויקטים גדולים ברחבי העולם.,The capital owners invest in major projects around the world.
parent,A2,masculine,הורה,X,הוֹרֶה,horé,אב או אם,,כל הורה אוהב את הילדים שלו.,Every parent loves their children.
"take down, download",B1,verb,הוריד,,הוֹרִיד,horíd,הוריד ממקום גבוה או מהאינטרנט,,הוא הוריד את התמונה מהאינטרנט.,He downloaded the picture from the internet.
hurricane,B1,masculine,הוריקן,,הוּרִיקֵן,húrikan,סערה טרופית עזה,,ההוריקן גרם לנזק רב.,The hurricane caused a lot of damage.
opportunity,B2,feminine,הִזדַמְנוּת,,הִזְדַּמְּנוּת,hizdamnút,אפשרות שניתנת,,זו ההִזדַמְנוּת שלך להוכיח את היכולות שלך.,This is your opportunity to prove your abilities.
"order, invite",A2,verb,הזמין,X,הִזְמִין,hizmín,ביקש מישהו להגיע או הזמין דבר,,הוא הזמין פיצה לארוחה.,He ordered pizza for the meal.
invitation,A2,feminine,הזמנה,X,הַזְמָנָה,hazmana,פנייה רשמית להשתתפות או הגעה,,אני קיבלתי הזמנה לחתונה.,I received an invitation to the wedding.
begin,B2,verb,החל,,הֵחֵל,heħél,התחיל פעולה,,השיעור החל בזמן וללא עיכובים.,The lesson began on time and without delays.
decision,B1,feminine,החלטה,,הַחְלָטָה,haħlatá,בחירה מחייבת,,ההחלטה שלו לקחה הרבה זמן.,His decision took a long time.
decide,A2,verb,החליט,X,הֶחְלִיט,heħlít,קבע החלטה,,הוא החליט ללמוד רפואה.,He decided to study medicine.
she,A1,feminine,היא,X,הִיא,hi,כינוי גוף לנקבה,X,היא אוהבת גלידה.,She loves ice cream.
immigrate,B1,verb,היגר,,הִגִּיר,higer,עבר להתגורר במדינה אחרת,,הוא הגר מהארץ לארצות הברית.,He immigrated from the country to the United States.
today,A1,adverb,היום,X,הַיּוֹם,hayóm,היום הנוכחי,X,היום שישי.,Today is Friday.
hit,B2,verb,היכה,,הִכָּה,hiká,היכה או פגע,,הוא היכה בכדור בעוצמה רבה.,He struck the ball with great force.
palace,B2,masculine,היכל,,הֵיכָל,heiħál,מבנה מפואר,,ההיכל החדש נבנה לאירועי תרבות ומוזיקה.,The new hall was built for cultural and musical events.
"Mediterranean Sea, the",B1,masculine,הים התיכון,,הַיָּם הַתִּיכוֹן,hayám hatiħón,ים סמוך לישראל,,הים התיכון גבול מדינות רבות.,The Mediterranean Sea borders many countries.
history,A2,feminine,היסטוריה,X,הִיסְטוֹרְיָה,história,חקר האירועים בעבר,,היסטוריה היא מקצוע מעניין.,History is an interesting subject.
pregnancy,B1,masculine,היריון,,הֵרָיוֹן,herayón,מצב של נשיאת עובר,,הריון נמשך תשעה חדשים.,Pregnancy lasts nine months.
survival,B2,feminine,הישרדות,,הִשְׂרָדוּת,hisardút,הישארות בחיים בתנאים קשים,,הישרדות במדבר דורשת כישורים מיוחדים.,Survival in the desert requires special skills.
most,A2,,הכי,X,הֲכִי,haħí,במידה הרבה ביותר,,הסרט הזה הכי טוב!,This movie is the best!
contain,B2,verb,הכיל,,הֵכִיל,heħíl,הכיל דבר מה,,הספר מכיל מידע חשוב לתלמידים.,The book contains important information for students.
everything,A1,,הכל,X,הַכֹּל,hakól,כל הדברים כולם,X,הכל בסדר.,Everything is fine.
preparation,B1,feminine,הכנה,,הֲכָנָה,haħaná,פעולה של הכנה,,ההכנה למבחן לקחה שבוע.,The preparation for the exam took a week.
"don't, haven't",B2,,הלא,,הֲלֹא,haló,שלילה או חוסר,,הלא שמעת על מה שקרה אתמול?,Haven’t you heard what happened yesterday?
tonight,A1,adverb,הלילה,X,הַלַּיְלָה,haláyla,הלילה של היום הנוכחי,X,הלילה קרו.,Tonight is cold.
they,A1,masculine,הם,X,הֵם,hem,כינוי גוף לרבים זכר,X,הם גרים בכפר.,They live in the village.
"a lot, mass",A2,masculine,המון,X,הַמוֹן,hamón,קהל רב או מספר גדול,,יש המון אנשים ברחוב.,There are a lot of people on the street.
"Middle East, the",B1,masculine,המזרח התיכון,,הַמִּזְרָח הַתִּיכוֹן,ha'mizráħ ha'tiħón,אזור במערב אסיה,,המזרח התיכון מלא היסטוריה עתיקה.,The Middle East is full of ancient history.
recommend,A2,verb,המליץ,X,הִמְלִיץ,himlíts,המליץ על דבר מה,,המורה המליץ לי לקנות את הספר.,The teacher recommended that I buy the book.
recommendation,A2,feminine,המלצה,X,הַמְלָצָה,hamlatsá,דבר שנאמר כהצעה,,יש לי המלצה לסרט מעניין.,I have a recommendation for an interesting movie.
invention,B2,feminine,המצאה,,הַמְצָאָה,hamtsaá,חידוש או יצירה חדשה,,המצאה חדשה בתחום הרפואה עשויה להציל חיים.,A new invention in the field of medicine may save lives.
invent,B2,verb,המציא,,הִמְצִיא,himtsí,,,המדען המציא מכשיר שמשנה את תהליך הטיהור.,The scientist invented a device that changes the purification process.
"Bible, the",B2,masculine,המקרא,,הַמִּקְרָא,hamikrá,,,המקרא הוא הכתוב הקדוש של היהדות.,The Bible is the sacred text of Judaism.
engineering,B2,feminine,הנדסה,,הַנְדָּסָה,handasá,,,תחום ההנדסה מתפתח במהירות בעשור האחרון.,The field of engineering has been developing rapidly in the last decade.
lead,B2,,הנהיג,,הֵנְהִיג,hinhíg,,,הוא הנהיג את הקבוצה בתקופה קשה.,He led the group during a difficult period.
assumption,B2,feminine,הנחה,,הֲנָחָה,hanaħa,,,ההנחה שלנו היתה שגויה.,Our assumption was incorrect.
assume,B2,verb,הניח,,הִנִּיחַ,heníaħ,,,הוא הניח שהתוצאות יהיו שונות.,He assumed that the results would be different.
explain,A2,verb,הסביר,X,הִסְבִּיר,hisbír,הבהיר דבר במילים,,המורה הסביר את השיעור.,The teacher explained the lesson.
explanation,B1,masculine,הסבר,,הֶסְבֵּר,hesbér,דבר המסביר עניין,,המורה נתן הסבר ברור לחניכים.,The teacher gave a clear explanation to the students.
agree,A2,verb,הסכים,X,הִסְכִּים,hiskím,הביע הסכמה,,הוא הסכים לבוא למסיבה.,He agreed to come to the party.
agreement,B2,masculine,הסכם,,הֶסְכֵּם,heském,,,הממשלות חתמו על הסכם לשיתוף פעולה.,The governments signed an agreement for cooperation.
"power, electric power",C,masculine,הספק,,הֶסְפֵּק,hespék,כוח פיזי או חשמלי,,מכשיר מדידה הראה את ההספק החשמלי.,A measuring device showed the electrical power.
"turn, turn around",B2,,הסתובב,,הִסְתּוֹבֵב,histovév,,,הילדים הסתובבו בכיכר כל הערב.,The children wandered around the square all evening.
opposite,B1,masculine,הפך,,הֶפֶךְ,héfeħ,ההפך ממשהו,,ההפך מאהבה הוא שנאה.,The opposite of love is hatred.
become,B1,,הפך,,הָפַךְ,hafáħ,השתנה להיות דבר אחר,,השמש הפכה את השמים לכתומים.,The sun turned the sky orange.
"miscarriage, abortion",B2,feminine,הפלה,,הַפָּלָה,hapalá,,,הרופא נאלץ לבצע הפלה מסיבות רפואיות.,The doctor was forced to perform an abortion for medical reasons.
loss,B1,masculine,הפסד,,הֶפְסֵד,hefséd,חוסר הצלחה,,ההפסד היה מפתיע לכולם.,The loss was surprising to everyone.
lose,B1,verb,הפסיד,,הִפְסִיד,hifsíd,לא ניצח,,הקבוצה הפסידה במשחק.,The team lost the game.
"break, pause",A2,feminine,הפסקה,X,הַפְסָקָה,hafsaká,הפסקה בלימודים או בעבודה,,בבית־ספר יש הפסקה לאכילה.,"At school, there is a break for eating."
surprise,B1,verb,הפתיע,,הִפְתִּיעַ,hiftía,הדהים מישהו,,החבר שלי הפתיע אותי במתנה.,My friend surprised me with a gift.
surprise,B1,feminine,הפתעה,,הַפְתָּעָה,haftaá,גרם להפתעה,,ההפתעה היתה גדולה מאוד.,The surprise was very big.
"amuse, make laugh",B1,verb,הצחיק,,הִצְחִיק,hitskhík,הצחיק אדם אחר,,הסרט הזה הצחיק אותי מאוד.,This movie really amused me.
chuckle,B2,verb,הצטחק,,הִצְטַחֵק,hitstakhek,,,"כשהוא שמע את הסיפור, הוא הצטחק לעצמו.","When he heard the story, he chuckled to himself."
be sorry,B1,verb,הצטער,,הִצְטַעֵר,hitstaér,הרגיש חרטה,,הצטערתי שאמרתי את זה.,I was sorry that I said that.
arrive early,B1,verb,הקדים,,הִקְדִּים,hikdím,הגיע מוקדם,,הוא הקדים לפגישה כדי להתכונן.,He arrived early to the meeting to prepare.
preface,B2,feminine,הקדמה,,הַקְדָּמָה,hakdamá,,,בהקדמה לספר המחבר מתאר את מקורות ההשראה שלו.,"In the preface to the book, the author describes his sources of inspiration."
charm,B2,verb,הקסים,,הִקְסִים,hiksím,,,הנוף הקסום הקסים את כל התיירים.,The magical scenery enchanted all the tourists.
mountain,A1,masculine,הר,X,הַר,har,שלוחה טבעית של האדמה גבוהה מסביבתה,X,הר גבוה בצפון.,The mountain is high in the north.
volcano,B1,masculine,הר געש,,הַר גַּעַשׁ,har gáash,הר שבו פורצת לבה,,הר הגעש פלט לבה רותחת.,The volcano erupted with hot lava.
Temple Mount,A2,masculine,הר הבית,X,הַר הַבַּיִת,har habáyit,מקום קדוש בירושלים,,אנחנו מבקרים בהר הבית בירושלים.,We're visiting the Temple Mount in Jerusalem.
Mount of Olives,B1,masculine,הר הזיתים,,הַר הַזֵּיתִים,har hazeitím,הר בירושלים,,הר הזיתים מצטיין בנוף מיוחד.,The Mount of Olives has a unique landscape.
Mount Sinai,A2,masculine,הר סיני,X,הַר סִינַי,har sinay,הר מקודש במסורת היהודית,,משה עלה להר סיני וקיבל את התורה.,Moses went up Mount Sinai and received the Torah.
mesa,B2,masculine,הר שולחן,,הַר שֻׁלְחָן,har shulħán,,,הר שולחן הוא אחת מהתופעות הגאולוגיות המרהיבות בדרום אפריקה.,Table Mountain is one of the most spectacular geological phenomena in South Africa.
"a lot, many",A1,adjective,הרבה,X,הרְבֵּה,harbé,כמות גדולה או מספר רב,X,יש הרבה ספרים בחנות.,There are many books in the store.
feel,A2,verb,הרגיש,X,הִרְגִּישׁ,hirgísh,חש בחוויה או רגש,,הוא הרגיש שמחה בחתונה.,He felt joy at the wedding.
pregnant,A2,adjective,הרה,X,הָרָה,hará,אישה שנושאת עובר,,האשה הרה והיא מצפה ליום הלידה.,The woman is pregnant and she is waiting for the day of birth.
smell,A2,verb,הריח,X,הֵרִיחַ,heríakh,הכניס אוויר לאף והרגיש בריח,,הוא הריח את הפרח וחייך.,He smelled the flower and smiled.
"wear, put on",B2,verb,הרכיב,,הִרְכִּיב,hirkív,,,הוא הרכיב משקפיים חדשים בפעם הראשונה.,He wore new glasses for the first time.
worsen,C,verb,הרע,,הֵרַע,heréa,הפך גרוע יותר,,מצבו של החולה הרע לאחר הניתוח.,The patient’s condition worsened after the surgery.
mountainous,B2,adjective,הררי,,הָרָרִי,hararí,,,האזור ההררי מתאים מאוד לטיולים רגליים.,The mountainous area is very suitable for hiking.
impress,B2,verb,הרשים,,הִרְשִׁים,hirshím,,,הנאום המרשים שלו הרשים את הקהל.,His impressive speech impressed the audience.
"enrollment, registration",B1,feminine,הרשמה,,הַרְשָׁמָה,harshamá,רישום לשם קבלה למוסד,,הרשמה לקורס תסתיים מחר.,Registration for the course will end tomorrow.
